layer,head,patched_logit_difference,indirect_effect,normalized_restoration,c_to_b_patched_logit_difference,c_to_b_indirect_effect,c_to_b_normalized_restoration,indirect_effect_difference_a_minus_c
5,7,2.164728064903846,-0.001434795673076923,-0.038924798593511396,2.1656865985576923,-0.0004762620192307692,0.00022805945809810545,-0.000958533653846154
5,8,2.165350060096154,-0.0008128004807692304,-0.0511023883246562,2.1653125,-0.0008503605769230769,0.0010513843441850206,3.756009615384631e-05
5,9,2.166272536057692,0.00010967548076923094,-0.028050482992768046,2.165890925480769,-0.0002719350961538461,0.0007713968581218518,0.00038161057692307697
5,10,2.164959435096154,-0.001203425480769231,-0.05753978009282246,2.164848257211539,-0.0013146033653846155,-0.0002006621449694961,0.00011117788461538444
5,11,2.1655333533653844,-0.0006295072115384615,-0.03898750008044059,2.1658037860576926,-0.000359074519230769,0.0008751352035203609,-0.0002704326923076923
5,12,2.1660381610576924,-0.0001246995192307693,-0.032038482202360524,2.166198918269231,3.6057692307692555e-05,-0.002338721552589999,-0.00016075721153846153
5,13,2.165270432692308,-0.0008924278846153848,-0.025507685453135913,2.1657241586538456,-0.0004387019230769231,-0.0017547805432325534,-0.0004537259615384609
5,14,2.1637920673076922,-0.002370793269230769,-0.04609794040917232,2.1659104567307694,-0.0002524038461538461,-0.0012476025859280782,-0.002118389423076923
5,15,2.164699519230769,-0.001463341346153846,-0.03349791414949793,2.164275841346154,-0.0018870192307692305,-0.0011149454205946336,0.00042367788461538454
5,16,2.1685591947115386,0.0023963341346153848,-0.03362367631142788,2.165103665865385,-0.0010591947115384617,0.0008048769304084142,0.003455528846153846
5,17,2.166859975961539,0.0006971153846153845,-0.032217738548782494,2.1633503605769233,-0.0028125000000000008,0.002257000746165114,0.003509615384615385
5,18,2.1651006610576924,-0.0010621995192307693,-0.03599131887560714,2.165344050480769,-0.0008188100961538462,0.0001788038381412591,-0.00024338942307692313
5,19,2.1668870192307694,0.0007241586538461538,0.01655216795504813,2.171990685096154,0.00582782451923077,-0.003047296197423306,-0.005103665865384615
5,20,2.16494140625,-0.001221454326923077,-0.02862736686769533,2.165357572115384,-0.0008052884615384615,0.0006429723898868231,-0.0004161658653846154
5,21,2.164149639423077,-0.0020132211538461536,-0.01763604994998472,2.16537109375,-0.0007917668269230768,-0.0008986135043062194,-0.0012214543269230768
5,22,2.164783653846154,-0.0013792067307692307,-0.032247072045780596,2.165441706730769,-0.0007211538461538462,-0.0009522382466991303,-0.0006580528846153845
5,23,2.1650901442307697,-0.001072716346153846,-0.03578681316819467,2.165721153846154,-0.0004417067307692308,-0.002013973333857722,-0.0006310096153846156
