ABBR,layer,head,ac_answer_logprob_diff,ac_primary_lp,ac_alt_lp,ac_kl_div,ac_normalized,ac_ie,ca_answer_logprob_diff,ca_primary_lp,ca_alt_lp,ca_kl_div,ca_normalized,ca_ie,aa_ie,cc_ie,bidirectional_ie,ac_count,ca_count,bie_count
ACL,2,14,-0.6611328125,-0.998046875,-0.3369140625,0.0046613834937971905,0.011343580591540288,0.029296875,1.7265625,-0.7578125,-2.484375,0.0016888330455165853,0.0037811935305134287,-0.009765625,-0.00390625,0.0068359375,0.0390625,2,2,2
ACL,2,15,-0.6826171875,-1.0078125,-0.3251953125,0.0032838223613269445,0.002554246900224134,0.0078125,1.728515625,-0.740234375,-2.46875,0.0017986698398683952,0.002861230329041488,-0.0078125,-0.009765625,0.00390625,0.015625,2,2,2
ACL,2,16,-0.6650390625,-0.998046875,-0.3330078125,0.004721984901302561,0.00960598199820219,0.025390625,1.7265625,-0.75,-2.4765625,0.0025667126968784036,0.002962571053667152,-0.009765625,-0.013671875,0.0224609375,0.03515625,2,2,2
ACL,2,17,-0.66650390625,-0.99609375,-0.32958984375,0.0028135633153717286,0.010706746265199464,0.02392578125,1.736328125,-0.740234375,-2.4765625,0.0011227464170430169,-0.0008186224768462766,0.0,-0.01953125,0.0068359375,0.02392578125,2,2,2
ACL,2,18,-0.6806640625,-1.00390625,-0.3232421875,0.002415719389208007,0.0026555876248497987,0.009765625,1.740234375,-0.744140625,-2.484375,0.0011851045627754419,-0.001635270783732313,0.00390625,0.0078125,0.0185546875,0.005859375,2,2,2
ACL,2,19,-0.69140625,-1.015625,-0.32421875,0.003626147626525301,-0.001483259696793816,-0.0009765625,1.71484375,-0.75390625,-2.46875,0.001781929205472546,0.007459072166440954,-0.021484375,-0.00390625,0.005859375,0.0205078125,2,2,2
ACL,2,20,-0.669921875,-1.0,-0.330078125,0.0018950755945069684,0.0077153852329454745,0.0205078125,1.7265625,-0.75,-2.4765625,0.0006787553011599807,0.00357653791130186,-0.009765625,-0.00390625,0.0087890625,0.0302734375,2,2,2
ACL,2,21,-0.66015625,-1.005859375,-0.345703125,0.00274501747584202,0.012724512478728318,0.0302734375,1.708984375,-0.759765625,-2.46875,0.002060051144863005,0.010218961770856776,-0.02734375,-0.017578125,0.00048828125,0.0576171875,2,2,2
ACL,2,22,-0.681640625,-1.0078125,-0.326171875,0.001940276253915361,0.003218884120171674,0.0087890625,1.72265625,-0.74609375,-2.46875,0.0018821933044977789,0.005621119933457311,-0.013671875,-0.013671875,0.0087890625,0.0224609375,2,2,2
ACL,2,23,-0.6943359375,-1.013671875,-0.3193359375,0.003178576138907755,-0.003272515737424866,-0.00390625,1.736328125,-0.748046875,-2.484375,0.0017719234164493302,-0.0006139668576347077,0.0,-0.01171875,0.0244140625,-0.00390625,2,2,2
ACL,2,24,-0.677734375,-1.0078125,-0.330078125,0.001857920234482357,0.0050588105231155565,0.0126953125,1.71875,-0.75,-2.46875,0.0005211672010537217,0.006437768240343348,-0.017578125,-0.021484375,0.0048828125,0.0302734375,2,2,2
ACL,2,25,-0.6640625,-1.0,-0.3359375,0.004419617217591109,0.010168291408543945,0.0263671875,1.732421875,-0.744140625,-2.4765625,0.0022596711450808167,0.0018399264029438822,-0.00390625,-0.015625,-0.0009765625,0.0302734375,2,2,2
ACL,2,26,-0.6748046875,-1.0,-0.3251953125,0.003273256874848533,0.005415477229265622,0.015625,1.728515625,-0.748046875,-2.4765625,0.0018844708121602256,0.0030658859482530568,-0.0078125,-0.00390625,-0.0009765625,0.0234375,2,2,2
ACL,2,27,-0.6806640625,-1.013671875,-0.3330078125,0.0018299390913731175,0.003269554482484506,0.009765625,1.736328125,-0.740234375,-2.4765625,0.0011213868217388675,-0.0008186224768462766,0.0,-0.00390625,0.015625,0.009765625,2,2,2
