source_layer,source_head,downstream_layer_count,M_plus_AC,M_plus_CA,M_plus_residual,I_AC,I_CA,I_residual
19,0,13,0.018231391332136145,0.016136375353565803,0.017183883342850977,0.014828910778305726,0.014615460552158765,0.014722185665232247
19,1,13,0.01300203223511814,0.011438035099999699,0.012220033667558918,0.005906620349196601,0.006979477551016089,0.006443048950106345
19,2,13,0.01398424488581309,0.012242955648545061,0.013113600267179077,0.006767497786040621,0.008217616411548079,0.00749255709879435
19,3,13,0.013052854786323894,0.011659573376014318,0.012356214081169105,0.005849670334373514,0.007305538715831972,0.006577604525102743
19,4,13,0.013190726818468963,0.011520925499557293,0.012355826159013131,0.005928827006027859,0.007268698553798458,0.0065987627799131586
19,5,13,0.012836111957169402,0.012168015911734643,0.012502063934452022,0.006123110992689362,0.007681193156668087,0.006902152074678725
19,6,13,0.0131133972714036,0.011555534632054951,0.012334465951729275,0.006076000840675988,0.006957931543638551,0.00651696619215727
19,7,13,0.01294625587850078,0.011892700825427047,0.012419478351963914,0.006150951091058232,0.007459267061904029,0.006805109076481131
19,8,13,0.0144530719140247,0.011880018023731072,0.013166544968877885,0.008299798624693721,0.008429552708798837,0.008364675666746278
19,9,13,0.013274148537742099,0.011633792949759626,0.012453970743750865,0.0058537654336532794,0.007773651732816233,0.006813708583234756
19,10,13,0.013661151460160916,0.011476503517793245,0.012568827488977082,0.005936748704152705,0.0068757892354256,0.006406268969789153
19,11,13,0.013916006279926195,0.011490655371932345,0.01270333082592927,0.0067174733516367265,0.008195284129669744,0.007456378740653235
19,12,13,0.013039213986922525,0.011556541419725563,0.012297877703324047,0.00584557914510242,0.007101938044274903,0.006473758594688661
19,13,13,0.013445343238723186,0.012200028492912688,0.012822685865817937,0.006450229294068776,0.007895505640578903,0.00717286746732384
19,14,13,0.02049266717513617,0.020517058669035856,0.02050486292208601,0.014599847920408138,0.015850311327085365,0.015225079623746751
19,15,13,0.013604759179346412,0.011950333821762518,0.012777546500554467,0.0068805766067271176,0.008011476087131087,0.007446026346929102
19,16,13,0.013210001522117733,0.011571520998876341,0.012390761260497037,0.006390806759918632,0.007248327456613879,0.006819567108266256
19,17,13,0.013633019026167401,0.012846985698112252,0.01324000236213983,0.007679848357111041,0.009029668603511709,0.008354758480311374
19,18,13,0.012700574392777771,0.011759049231774036,0.012229811812275903,0.006006817684647103,0.00741200935535744,0.006709413520002271
19,19,13,0.013593442058499995,0.01101040122111702,0.012301921639808509,0.006342928234334977,0.006666281162029009,0.006504604698181993
19,20,13,0.014192192266351683,0.011830842804262106,0.013011517535306895,0.0068339868465045585,0.007951529174169992,0.0073927580103372754
19,21,13,0.014035714838328125,0.011787025252015089,0.012911370045171604,0.007157172862025618,0.00797116605813244,0.0075641694600790295
19,22,13,0.011921145177073867,0.011121233947102273,0.011521189562088068,0.004608097713753523,0.0064889419320934396,0.005548519822923481
19,23,13,0.014352292221727882,0.011876117799262105,0.01311420501049499,0.006326065272060077,0.008281342480722742,0.007303703876391409
19,24,13,0.012981469917907109,0.011238765068072983,0.012110117492990045,0.005467543712711631,0.006539995691551326,0.006003769702131479
19,25,13,0.021500902036436505,0.018936583608774746,0.020218742822605624,0.014389140178536763,0.016693589488113503,0.015541364833325133
19,26,13,0.015860849033068603,0.015448012167047847,0.015654430600058222,0.011971651879133561,0.01246544820944564,0.012218550044289601
19,27,13,0.012684429471186167,0.011323552879160668,0.012003991175173414,0.006210756613188551,0.007446369811941622,0.006828563212565086
19,28,13,0.013108606053345486,0.011871867496260026,0.012490236774802755,0.005855891837563831,0.007753416592640861,0.006804654215102346
19,29,13,0.01321788337917914,0.011232767407094823,0.01222532539313698,0.007042511467521706,0.007564405732853175,0.00730345860018744
19,30,13,0.014603764615472307,0.011878086346886745,0.013240925481179524,0.007618956443673141,0.009035874271694411,0.008327415357683776
19,31,13,0.013650994906835696,0.012288834569010127,0.012969914737922915,0.007606229798966524,0.00901036094705887,0.008308295373012697
20,0,12,0.013970932686107553,0.011943973774939684,0.012957453230523622,0.006857005576239317,0.006448339136204595,0.0066526723562219565
20,1,12,0.013664241108184191,0.012356422344341901,0.013010331726263048,0.0068402311547515636,0.006537536608107075,0.00668888388142932
20,2,12,0.015041466405818937,0.013223161394992173,0.014132313900405551,0.008701351290164893,0.00796479829909913,0.008333074794632012
20,3,12,0.013284842448368533,0.011852960094046239,0.012568901271207383,0.006602984052688043,0.006289030953394103,0.006446007503041073
20,4,12,0.013520705557975058,0.011776900068695305,0.012648802813335183,0.00679924701598793,0.0063743750543878265,0.006586811035187878
20,5,12,0.013945325120657782,0.011768362526743086,0.012856843823700434,0.0071323740590287345,0.006314365820435342,0.006723369939732039
20,6,12,0.014529783615204886,0.011953683382422517,0.013241733498813702,0.007303999860323529,0.006773314525548813,0.007038657192936171
20,7,12,0.014628963926719031,0.012075598468097611,0.013352281197408325,0.007601850929131615,0.007353629823757757,0.007477740376444686
20,8,12,0.025009227509103008,0.022614319918742843,0.023811773713922926,0.017447408959196765,0.017814064821141073,0.01763073689016892
20,9,12,0.02168364327580766,0.018682959407124142,0.0201833013414659,0.01562888327098335,0.015175595639448147,0.015402239455215749
20,10,12,0.01427828017206565,0.012553660220421628,0.013415970196243639,0.007809013391897679,0.007087235563767535,0.007448124477832607
20,11,12,0.0038507239572292446,0.0011633389217317713,0.0022719254740199983,-0.0037878214234297047,-0.004656557759199131,-0.004222189591314418
20,12,12,0.01390408003850035,0.011825565081998236,0.012864822560249291,0.0070252618615086245,0.006460110509897277,0.006742686185702951
20,13,12,0.014158786486148265,0.012007409696869092,0.013083098091508679,0.00685326675837814,0.0066193437983201875,0.006736305278349164
20,14,12,0.013762401021138732,0.010979121220996764,0.012370761121067749,0.006614627044064037,0.006355945476798297,0.006485286260431167
20,15,12,0.014283495596612518,0.012153663593115739,0.01321857959486413,0.00720272997803022,0.006959057770745858,0.007080893874388039
20,16,12,0.01513042025780103,0.013683179678086667,0.01440679996794385,0.00819622658254957,0.00820548613100982,0.008200856356779695
20,17,12,0.014200281561720847,0.01179351311412565,0.012996897337923247,0.007362326583370304,0.006772862504629984,0.0070675945440001435
20,18,12,0.014002256498699713,0.011882960636484086,0.0129426085675919,0.007008227821461333,0.006550635632538615,0.006779431726999974
20,19,12,0.013666589120534785,0.012648669931286586,0.013157629525910687,0.0069646493137042855,0.006504909450131891,0.006734779381918088
20,20,12,0.015112424203851164,0.012808834393926341,0.013960629298888751,0.007298175834694121,0.006464471185609,0.00688132351015156
20,21,12,0.01388612621404302,0.01215888805871638,0.0130225071363797,0.007505387863784563,0.006783385858125257,0.00714438686095491
20,22,12,0.013984176829370533,0.011889040791898016,0.012936608810634275,0.0073660280624153526,0.006554307621240696,0.006960167841828024
